Neurite,ArborType,BrainRegion,Species,Archive,SeqLen,Region2,Region3,Class1,Class2,Class3,Gender,Protocol,AgeClass,Strain,ExperCond,Order,Layer,CorticalRegion,CorticalLobe
46-7-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,35,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-7-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,46,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-7-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,31,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,23,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,23,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-3-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,32,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,37,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-5-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,18,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,20,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,33,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-8-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,38,Prefrontal,Brodmann area 11,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
46-9-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,19,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-2-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,34,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-3-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,19,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,34,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-5-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,35,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,31,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,31,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,41,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
46-9-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,32,Occipital lobe,Brodmann area 18,Principal cell,Pyramidal cell,Not reported,M,In vitro,Not reported,Not reported,Control,Primate,Not reported,Visual,Occipital
47-1-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,33,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-1-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,36,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-1-2-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-1-3-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,19,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-1-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-1-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,26,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-1-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,29,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-1-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,15,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-1-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,18,Precentral gyri,Brodmann area 4,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-2-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,20,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,14,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-2-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,23,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-3-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,27,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,26,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-5-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,14,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,37,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,29,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-2-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,26,Postcentral gyri,"Brodmann area 3,1,2",Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Somatosensory,Parietal
47-3-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,43,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,15,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-2-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,14,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-3-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,30,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-5-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,27,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,24,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,31,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,20,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-3-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,41,Frontal lobe,Brodmann area 6,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-4-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,19,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,27,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-2-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,21,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-3-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,15,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,42,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-5-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,25,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,29,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,26,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,32,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-4-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,35,Temporal lobe,Brodmann area 22,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Temporal
47-5-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,20,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,30,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-2-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,18,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-3-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,31,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-5-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,30,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,31,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,32,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,32,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-5-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Frontal lobe,Brodmann area 44,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Motor,Frontal
47-6-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,36,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-6-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,21,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-6-2-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,20,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-6-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,31,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-6-5-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-6-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,23,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-6-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,25,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-6-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,29,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-6-9-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,39,Parietal lobe,Brodmann area 39,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Not reported,Parietal
47-7-1-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,29,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
47-7-10-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,30,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
47-7-2-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,31,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
47-7-3-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,36,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
47-7-4-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,28,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
47-7-5-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,45,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
47-7-6-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,23,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
47-7-7-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,20,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
47-7-8-BasalDendrite,Dendrite,Neocortex,Human,Jacobs,26,Prefrontal,Brodmann area 10,Principal cell,Pyramidal cell,Not reported,F,In vitro,Not reported,Not reported,Control,Primate,Not reported,Prefrontal,Frontal
